State,Month,Helpline_Name,Calls_Received,Calls_Answered,Avg_Wait_Seconds,Successful_Interventions,Meta
KERALA,03/2019,Snehi,905,250,62.24,13,"{""region_coordinator"": ""C"", ""notes"": null}"
Kerala,2019-04,Vandrevala Foundation,350,299,13.41,23,"{'region_coordinator': 'C', 'notes': None}"
Kerala,05/2019,iCALL,1674,1292,27.1,22,"{'region_coordinator': 'C', 'notes': 'covered schools'}"
KERALA,06/2019,Snehi,1298,590,22.76,20,"{""region_coordinator"": ""B"", ""notes"": null}"
Kerala,07/2019,iCALL,103,103,132.12,4,"{""region_coordinator"": ""D"", ""notes"": ""covered schools""}"
KERALA,08/2019,Snehi,1004,832,272.52,21,"{'region_coordinator': 'B', 'notes': 'camp in rural area'}"
kerala,09/2019,iCALL,1098,472,283.6,32,"{""region_coordinator"": ""B"", ""notes"": null}"
kerala,10/2019,Vandrevala Foundation,1577,73,281.05,36,"{""region_coordinator"": ""A"", ""notes"": """"}"
KERALA,11/2019,iCALL,1253,631,127.75,49,"{'region_coordinator': 'A', 'notes': ''}"
KERALA,2019-12,AASRA,729,113,289.57,34,"{'region_coordinator': 'B', 'notes': 'camp in rural area'}"
Kerala,01/2020,Vandrevala Foundation,1131,377,51.59,1,"{""region_coordinator"": ""C"", ""notes"": """"}"
Kerala,02/2020,Vandrevala Foundation,354,350,283.63,15,"{'region_coordinator': 'D', 'notes': 'covered schools'}"
Kerala,03/2020,Samaritans,905,367,263.5,34,"{'region_coordinator': 'D', 'notes': None}"
KERALA,04/2020,Samaritans,1660k,667,240.86,41,"{""region_coordinator"": ""B"", ""notes"": ""camp in rural area""}"
KERALA,05/2020,Samaritans,683,622,179.83,13,"{""region_coordinator"": ""A"", ""notes"": ""camp in rural area""}"
kerala,06/2020,iCALL,404,104,299.66,28,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
kerala,07/2020,iCALL,785k,228,289.31,31,"{'region_coordinator': 'A', 'notes': ''}"
Kerala,2020-08,Snehi,1895,399,15.15,2,"{""region_coordinator"": ""C"", ""notes"": null}"
Kerala,09/2020,Samaritans,1549k,809,76.39,8,"{""region_coordinator"": ""C"", ""notes"": ""covered schools""}"
KERALA,10/2020,AASRA,247,247,216.23,47,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
Kerala,11/2020,Vandrevala Foundation,861,861,171.39,32,"{'region_coordinator': 'A', 'notes': 'camp in rural area'}"
Kerala,2020-12,Samaritans,680k,532,257.12,36,"{""region_coordinator"": ""C"", ""notes"": null}"
Kerala,01/2021,Vandrevala Foundation,643,560,20.02,47,"{""region_coordinator"": ""C"", ""notes"": ""covered schools""}"
Kerala,02/2021,samaritans,1249,119,176.07,25,"{'region_coordinator': 'B', 'notes': 'camp in rural area'}"
Kerala,03/2021,Samaritans,689,309,126.96,32,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
KERALA,04/2021,Samaritans,14,14,179.83,11,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
Kerala,05/2021,Snehi,1601,1279,102.48,3,"{""region_coordinator"": ""D"", ""notes"": """"}"
Kerala,2021-06,Vandrevala Foundation,903,901,283.21,23,"{'region_coordinator': 'A', 'notes': ''}"
Kerala,07/2021,iCALL,1283,834,273.73,8,"{'region_coordinator': 'C', 'notes': None}"
KERALA,08/2021,AASRA,1291,859,49.9,49,"{""region_coordinator"": ""B"", ""notes"": null}"
kerala,09/2021,AASRA,1388,855,109.22,39,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
Kerala,10/2021,iCALL,1986,186,285.59,15,"{""region_coordinator"": ""A"", ""notes"": null}"
KERALA,11/2021,Samaritans,623k,441,99.68,25,"{""region_coordinator"": ""D"", ""notes"": """"}"
kerala,12/2021,iCALL,666,343,297.42,29,"{'region_coordinator': 'D', 'notes': ''}"
KERALA,01/2022,Samaritans,1242,57,9.08,20,"{""region_coordinator"": ""B"", ""notes"": """"}"
Kerala,02/2022,Snehi,29,20,84.32,0,"{'region_coordinator': 'C', 'notes': None}"
kerala,03/2022,AASRA,1335,527,34.88,24,"{""region_coordinator"": ""B"", ""notes"": null}"
Kerala,04/2022,Samaritans,1268,398,105.62,27,"{""region_coordinator"": ""D"", ""notes"": null}"
Kerala,05/2022,AASRA,489,48,164.21,2,"{'region_coordinator': 'A', 'notes': None}"
Kerala,06/2022,Vandrevala Foundation,1115k,606,143.44,1,"{""region_coordinator"": ""D"", ""notes"": ""covered schools""}"
Kerala,07/2022,Vandrevala Foundation,1217,443,13.11,26,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
Kerala,08/2022,Snehi,1270,655,194.04,42,"{""region_coordinator"": ""B"", ""notes"": null}"
kerala,09/2022,AASRA,1806,1806,233.45,2,"{""region_coordinator"": ""C"", ""notes"": ""camp in rural area""}"
Kerala,10/2022,iCALL,690,302,243.38,24,"{""region_coordinator"": ""D"", ""notes"": """"}"
kerala,11/2022,aasra,1857,322,187.47,48,"{'region_coordinator': 'C', 'notes': None}"
KERALA,12/2022,Vandrevala Foundation,849,212,199.84,37,"{""region_coordinator"": ""D"", ""notes"": null}"
Karnataka,01/2015,Vandrevala Foundation,1283,633,287.0,20,"{'region_coordinator': 'A', 'notes': None}"
Karnataka,02/2015,AASRA,893,655,147.4,8,"{'region_coordinator': 'D', 'notes': ''}"
Karnataka,03/2015,Snehi,1236,365,84.27,26,"{""region_coordinator"": ""B"", ""notes"": """"}"
karnataka,2015-04,AASRA,1066,975,181.56,10,"{'region_coordinator': 'B', 'notes': None}"
Karnataka,05/2015,Samaritans,24,24,171.7,18,"{'region_coordinator': 'A', 'notes': 'camp in rural area'}"
Karnataka,06/2015,iCALL,588,419,120.48,45,"{'region_coordinator': 'D', 'notes': 'covered schools'}"
Karnataka,07/2015,iCALL,1933,1657,133.49,32,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
Karnataka,08/2015,AASRA,1936,574,238.44,6,"{""region_coordinator"": ""D"", ""notes"": """"}"
karnataka,09/2015,AASRA,1255,565,61.52,41,"{""region_coordinator"": ""C"", ""notes"": null}"
karnataka,10/2015,Snehi,443,189,70.07,45,"{'region_coordinator': 'C', 'notes': 'covered schools'}"
Karnataka,2015-11,AASRA,816,252,155.98,10,"{'region_coordinator': 'B', 'notes': None}"
Karnataka,12/2015,Vandrevala Foundation,558,493,261.82,37,"{'region_coordinator': 'C', 'notes': 'camp in rural area'}"
karnataka,01/2016,Samaritans,1140,949,87.0,42,"{""region_coordinator"": ""B"", ""notes"": ""camp in rural area""}"
karnataka,02/2016,AASRA,819,638,86.17,9,"{""region_coordinator"": ""B"", ""notes"": """"}"
KARNATAKA,03/2016,Samaritans,787,127,253.89,4,"{""region_coordinator"": ""A"", ""notes"": """"}"
Karnataka,2016-04,AASRA,828,828,267.9,3,"{""region_coordinator"": ""A"", ""notes"": ""covered schools""}"
KARNATAKA,05/2016,Vandrevala Foundation,919,337,159.17,24,"{""region_coordinator"": ""B"", ""notes"": null}"
karnataka,06/2016,icall,1043,760,143.61,40,"{""region_coordinator"": ""B"", ""notes"": null}"
Karnataka,07/2016,Vandrevala Foundation,1948,178,239.82,5,"{'region_coordinator': 'D', 'notes': 'camp in rural area'}"
Karnataka,08/2016,Vandrevala Foundation,1375,1375,150.15,35,"{'region_coordinator': 'C', 'notes': 'covered schools'}"
KARNATAKA,09/2016,Samaritans,236,9,176.98,4,"{""region_coordinator"": ""B"", ""notes"": """"}"
Karnataka,10/2016,AASRA,784k,95,54.83,40,"{'region_coordinator': 'A', 'notes': ''}"
Karnataka,11/2016,AASRA,333,277,53.72,48,"{""region_coordinator"": ""A"", ""notes"": null}"
KARNATAKA,12/2016,Snehi,1436,1253,291.61,26,"{'region_coordinator': 'B', 'notes': 'camp in rural area'}"
KARNATAKA,01/2017,iCALL,659,632,164.25,35,"{'region_coordinator': 'D', 'notes': 'covered schools'}"
Karnataka,02/2017,iCALL,181,0,36.47,0,"{""region_coordinator"": ""C"", ""notes"": null}"
Karnataka,03/2017,Snehi,626,221,16.84,15,"{""region_coordinator"": ""B"", ""notes"": null}"
Karnataka,04/2017,Snehi,245,228,104.62,44,"{'region_coordinator': 'D', 'notes': 'covered schools'}"
Karnataka,05/2017,Samaritans,920,92,254.11,31,"{""region_coordinator"": ""B"", ""notes"": null}"
Karnataka,06/2017,Vandrevala Foundation,174,9,212.09,3,"{""region_coordinator"": ""D"", ""notes"": ""covered schools""}"
karnataka,07/2017,aasra,97,97,183.41,34,"{""region_coordinator"": ""C"", ""notes"": """"}"
Karnataka,08/2017,Snehi,674,443,36.64,0,"{""region_coordinator"": ""B"", ""notes"": ""camp in rural area""}"
Karnataka,09/2017,iCALL,1843,8,17.22,6,"{'region_coordinator': 'A', 'notes': 'camp in rural area'}"
Karnataka,2017-10,Samaritans,649,19,234.47,18,"{'region_coordinator': 'B', 'notes': 'camp in rural area'}"
Karnataka,11/2017,Samaritans,1244,1011,48.22,21,"{'region_coordinator': 'B', 'notes': 'covered schools'}"
Karnataka,12/2017,vandrevala foundation,1369,432,40.9,20,"{'region_coordinator': 'A', 'notes': 'covered schools'}"
KARNATAKA,01/2018,AASRA,807,578,47.87,16,"{'region_coordinator': 'B', 'notes': None}"
Karnataka,02/2018,Vandrevala Foundation,1489,689,197.81,34,"{'region_coordinator': 'B', 'notes': ''}"
Karnataka,03/2018,AASRA,1111,124,145.52,14,"{""region_coordinator"": ""D"", ""notes"": ""covered schools""}"
karnataka,04/2018,Snehi,1176,542,17.85,48,"{""region_coordinator"": ""A"", ""notes"": ""camp in rural area""}"
Karnataka,2018-05,Snehi,845,39,23.62,22,"{'region_coordinator': 'B', 'notes': None}"
Karnataka,06/2018,Samaritans,367,326,232.74,50,"{'region_coordinator': 'D', 'notes': 'covered schools'}"
Karnataka,07/2018,Vandrevala Foundation,218,133,121.82,32,"{'region_coordinator': 'B', 'notes': 'camp in rural area'}"
Karnataka,08/2018,iCALL,320,14,98.98,10,"{""region_coordinator"": ""B"", ""notes"": null}"
Karnataka,09/2018,Snehi,94,93,128.44,36,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
Karnataka,10/2018,Samaritans,1740,274,255.24,10,"{""region_coordinator"": ""A"", ""notes"": ""camp in rural area""}"
KARNATAKA,11/2018,vandrevala foundation,1637,118,187.94,33,"{""region_coordinator"": ""C"", ""notes"": null}"
Karnataka,12/2018,Snehi,1793,319,83.16,34,"{'region_coordinator': 'B', 'notes': 'covered schools'}"
Karnataka,01/2019,Samaritans,428,428,55.65,41,"{""region_coordinator"": ""D"", ""notes"": null}"
Karnataka,02/2019,Snehi,584,554,60.61,20,"{'region_coordinator': 'B', 'notes': 'camp in rural area'}"
Karnataka,03/2019,AASRA,546,70,24.95,24,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
Karnataka,04/2019,AASRA,1888,643,155.89,4,"{'region_coordinator': 'C', 'notes': None}"
Karnataka,05/2019,Samaritans,286,18,255.14,9,"{""region_coordinator"": ""D"", ""notes"": """"}"
karnataka,06/2019,Vandrevala Foundation,1367,707,113.93,5,"{""region_coordinator"": ""B"", ""notes"": """"}"
Karnataka,07/2019,AASRA,407,109,268.46,44,"{'region_coordinator': 'D', 'notes': ''}"
Karnataka,2019-08,Snehi,248,248,68.45,34,"{""region_coordinator"": ""A"", ""notes"": ""camp in rural area""}"
KARNATAKA,09/2019,Vandrevala Foundation,513,450,156.08,29,"{""region_coordinator"": ""C"", ""notes"": """"}"
KARNATAKA,10/2019,Snehi,191,191,101.45,16,"{'region_coordinator': 'A', 'notes': ''}"
Karnataka,11/2019,Snehi,1993,160,284.11,11,"{'region_coordinator': 'D', 'notes': 'covered schools'}"
Karnataka,12/2019,Snehi,946,422,143.79,44,"{'region_coordinator': 'C', 'notes': ''}"
Karnataka,01/2020,Samaritans,1413,1217,156.14,26,"{'region_coordinator': 'A', 'notes': ''}"
karnataka,02/2020,Samaritans,993,374,254.7,26,"{'region_coordinator': 'D', 'notes': None}"
Karnataka,03/2020,iCALL,1366,8,145.42,2,"{""region_coordinator"": ""C"", ""notes"": ""camp in rural area""}"
karnataka,04/2020,iCALL,199,199,164.03,28,"{'region_coordinator': 'C', 'notes': 'covered schools'}"
Karnataka,2020-05,iCALL,596,374,65.79,16,"{""region_coordinator"": ""B"", ""notes"": null}"
Karnataka,06/2020,Vandrevala Foundation,1749,142,297.57,37,"{'region_coordinator': 'A', 'notes': ''}"
karnataka,07/2020,iCALL,1857,456,122.62,13,"{'region_coordinator': 'C', 'notes': ''}"
Karnataka,08/2020,AASRA,1417,704,48.88,11,"{'region_coordinator': 'B', 'notes': ''}"
KARNATAKA,09/2020,Vandrevala Foundation,783,574,210.83,50,"{'region_coordinator': 'B', 'notes': None}"
Karnataka,10/2020,Snehi,122,54,146.05,37,"{'region_coordinator': 'A', 'notes': None}"
Karnataka,11/2020,Snehi,861,861,27.0,10,"{""region_coordinator"": ""C"", ""notes"": """"}"
Karnataka,12/2020,Snehi,1230,966,26.96,39,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
karnataka,01/2021,vandrevala foundation,1486,1486,62.25,43,"{""region_coordinator"": ""A"", ""notes"": null}"
karnataka,02/2021,iCALL,327,62,133.72,39,"{""region_coordinator"": ""B"", ""notes"": """"}"
KARNATAKA,03/2021,Snehi,1525,579,71.92,45,"{'region_coordinator': 'C', 'notes': ''}"
Karnataka,04/2021,Vandrevala Foundation,425,94,211.89,32,"{'region_coordinator': 'D', 'notes': 'covered schools'}"
Karnataka,05/2021,iCALL,337k,337,111.97,30,"{'region_coordinator': 'D', 'notes': 'camp in rural area'}"
karnataka,06/2021,Snehi,761,759,258.8,1,"{""region_coordinator"": ""D"", ""notes"": """"}"
Karnataka,07/2021,AASRA,788,601,190.1,12,"{'region_coordinator': 'D', 'notes': 'covered schools'}"
KARNATAKA,08/2021,iCALL,1715,1353,134.47,4,"{""region_coordinator"": ""D"", ""notes"": """"}"
Karnataka,09/2021,Snehi,715,715,295.46,26,"{""region_coordinator"": ""C"", ""notes"": ""camp in rural area""}"
KARNATAKA,10/2021,Vandrevala Foundation,1875,44,112.58,38,"{""region_coordinator"": ""D"", ""notes"": null}"
karnataka,11/2021,AASRA,1139,555,42.42,28,"{""region_coordinator"": ""B"", ""notes"": """"}"
karnataka,12/2021,vandrevala foundation,150,150,224.05,47,"{'region_coordinator': 'A', 'notes': None}"
KARNATAKA,01/2022,Vandrevala Foundation,795,244,249.51,44,"{""region_coordinator"": ""A"", ""notes"": null}"
Karnataka,02/2022,iCALL,1213,1031,161.2,31,"{'region_coordinator': 'A', 'notes': 'covered schools'}"
Karnataka,2022-03,Vandrevala Foundation,813,165,249.58,28,"{'region_coordinator': 'C', 'notes': ''}"
Karnataka,04/2022,AASRA,1912,1325,178.93,45,"{""region_coordinator"": ""A"", ""notes"": ""covered schools""}"
Karnataka,05/2022,Samaritans,232,225,219.32,30,"{'region_coordinator': 'D', 'notes': None}"
Karnataka,06/2022,Vandrevala Foundation,1319,412,212.86,31,"{'region_coordinator': 'B', 'notes': 'camp in rural area'}"
KARNATAKA,07/2022,AASRA,528,500,126.94,28,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
Karnataka,08/2022,AASRA,780,780,6.08,24,"{'region_coordinator': 'D', 'notes': ''}"
Karnataka,09/2022,Snehi,1633,1542,136.42,9,"{""region_coordinator"": ""D"", ""notes"": ""covered schools""}"
Karnataka,10/2022,snehi,172,101,244.06,17,"{""region_coordinator"": ""A"", ""notes"": """"}"
karnataka,11/2022,AASRA,1971,441,224.7,23,"{""region_coordinator"": ""C"", ""notes"": ""covered schools""}"
Karnataka,12/2022,Vandrevala Foundation,505,430,111.66,2,"{""region_coordinator"": ""C"", ""notes"": ""camp in rural area""}"
Andhra Pradesh,2015-01,aasra,872,746,287.87,38,"{""region_coordinator"": ""A"", ""notes"": ""camp in rural area""}"
Andhra-Pradesh,02/2015,Vandrevala Foundation,1713,1424,152.42,45,"{'region_coordinator': 'A', 'notes': ''}"
Andhra Pradesh,03/2015,iCALL,1180,1151,297.3,17,"{'region_coordinator': 'D', 'notes': ''}"
ANDHRA PRADESH,04/2015,Samaritans,1577,1139,183.32,34,"{""region_coordinator"": ""B"", ""notes"": ""camp in rural area""}"
Andhra Pradesh,05/2015,iCALL,1479,698,33.36,24,"{'region_coordinator': 'A', 'notes': 'covered schools'}"
ANDHRA PRADESH,2015-06,Snehi,1247,162,153.13,12,"{'region_coordinator': 'C', 'notes': 'camp in rural area'}"
AndhraPradesh,07/2015,Vandrevala Foundation,651,252,49.01,28,"{""region_coordinator"": ""C"", ""notes"": null}"
andhra pradesh,08/2015,Vandrevala Foundation,451,427,125.8,3,"{""region_coordinator"": ""A"", ""notes"": """"}"
andhra pradesh,09/2015,Vandrevala Foundation,1792,1666,299.83,47,"{'region_coordinator': 'B', 'notes': None}"
andhra pradesh,10/2015,Snehi,1008,985,127.12,48,"{'region_coordinator': 'D', 'notes': 'covered schools'}"
Andzra Pradesh,11/2015,AASRA,1494,1494,129.25,39,"{""region_coordinator"": ""D"", ""notes"": """"}"
Andhra-Pradesh,2015-12,Snehi,355,355,255.53,28,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
andhra pradesh,01/2016,Snehi,1644,1039,24.92,30,"{""region_coordinator"": ""A"", ""notes"": null}"
andhra pradesh,02/2016,Samaritans,389,298,162.8,2,"{'region_coordinator': 'C', 'notes': None}"
ANDHRA PRADESH,03/2016,Snehi,1679,316,47.0,11,"{'region_coordinator': 'A', 'notes': None}"
AndhraPradesh,04/2016,Samaritans,1626,563,48.13,38,"{'region_coordinator': 'A', 'notes': ''}"
AndhraPradesh,05/2016,Vandrevala Foundation,391,391,236.76,26,"{'region_coordinator': 'D', 'notes': ''}"
ANDHRA PRADESH,06/2016,iCALL,1805,984,260.27,42,"{""region_coordinator"": ""C"", ""notes"": """"}"
Andhra-Pradesh,07/2016,Vandrevala Foundation,1882,1882,292.64,1,"{""region_coordinator"": ""C"", ""notes"": """"}"
andhra pradesh,08/2016,samaritans,113k,6,128.51,2,"{""region_coordinator"": ""B"", ""notes"": """"}"
Andhra Pradesh,09/2016,iCALL,90,17,194.59,12,"{'region_coordinator': 'C', 'notes': None}"
AndhraPradesh,10/2016,Snehi,210,167,217.24,50,"{'region_coordinator': 'C', 'notes': 'camp in rural area'}"
andhra pradesh,11/2016,Vandrevala Foundation,1214,401,57.52,22,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
Andhra-Pradesh,12/2016,iCALL,1286,648,246.89,26,"{""region_coordinator"": ""A"", ""notes"": null}"
Andhra Pradesh,01/2017,iCALL,285,109,8.67,20,"{""region_coordinator"": ""A"", ""notes"": ""camp in rural area""}"
Andhra Pradesh,02/2017,AASRA,649,439,234.84,9,"{""region_coordinator"": ""D"", ""notes"": null}"
andhra pradesh,03/2017,Samaritans,1985,27,152.44,7,"{'region_coordinator': 'B', 'notes': 'camp in rural area'}"
ANDHRA PRADESH,04/2017,Samaritans,265,194,99.51,49,"{""region_coordinator"": ""A"", ""notes"": ""covered schools""}"
ANDHRA PRADESH,05/2017,Snehi,939,856,115.23,17,"{""region_coordinator"": ""D"", ""notes"": """"}"
AndhraPradesh,06/2017,AASRA,1117,923,237.4,17,"{""region_coordinator"": ""C"", ""notes"": null}"
AndhraPradesh,07/2017,Snehi,329,283,267.22,41,"{""region_coordinator"": ""C"", ""notes"": null}"
Andhra-Pradesh,08/2017,Vandrevala Foundation,76,0,174.66,0,"{'region_coordinator': 'D', 'notes': None}"
andhra pradesh,09/2017,Samaritans,623,16,241.61,11,"{""region_coordinator"": ""A"", ""notes"": ""covered schools""}"
andhra pradesh,10/2017,Samaritans,1486k,1334,246.64,50,"{'region_coordinator': 'B', 'notes': None}"
AndhraPradesh,2017-11,Vandrevala Foundation,949k,516,125.51,5,"{'region_coordinator': 'B', 'notes': None}"
Andhra-Pradesh,12/2017,Snehi,1937,128,210.96,21,"{'region_coordinator': 'B', 'notes': 'covered schools'}"
andhra pradesh,01/2018,Samaritans,1159,294,48.22,8,"{'region_coordinator': 'C', 'notes': ''}"
ANDHRA PRADESH,2018-02,iCALL,1069,288,238.11,29,"{'region_coordinator': 'B', 'notes': ''}"
Andhra Pradesh,03/2018,iCALL,666k,635,91.07,37,"{'region_coordinator': 'D', 'notes': ''}"
Andhra Pradesh,04/2018,samaritans,1286,1192,229.0,36,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
ANDHRA PRADESH,05/2018,Samaritans,1528,17,172.92,7,"{""region_coordinator"": ""C"", ""notes"": ""camp in rural area""}"
Andhra Pradesh,06/2018,iCALL,214,61,145.03,35,"{'region_coordinator': 'A', 'notes': 'covered schools'}"
AndhraPradesh,07/2018,Vandrevala Foundation,114,114,250.93,47,"{""region_coordinator"": ""B"", ""notes"": ""camp in rural area""}"
Andhra-Pradesh,08/2018,Snehi,177,47,239.48,24,"{""region_coordinator"": ""D"", ""notes"": ""covered schools""}"
AndhraPradesh,09/2018,Samaritans,909,869,187.73,46,"{""region_coordinator"": ""B"", ""notes"": ""camp in rural area""}"
andhra pradesh,10/2018,iCALL,1017,486,23.93,34,"{""region_coordinator"": ""C"", ""notes"": ""covered schools""}"
ANDHRA PRADESH,11/2018,Samaritans,192,12,267.25,11,"{""region_coordinator"": ""A"", ""notes"": ""covered schools""}"
Andhra-Pradesh,12/2018,AASRA,1289,602,152.32,10,"{""region_coordinator"": ""A"", ""notes"": """"}"
Andhra Pradesh,01/2019,Samaritans,1400,1247,110.03,28,"{'region_coordinator': 'C', 'notes': 'camp in rural area'}"
AndhraPradesh,02/2019,Snehi,1093,480,101.07,1,"{'region_coordinator': 'C', 'notes': ''}"
andhra pradesh,03/2019,iCALL,1728,1688,116.94,44,"{""region_coordinator"": ""C"", ""notes"": """"}"
Andhra Pradesh,04/2019,AASRA,960,461,278.78,5,"{""region_coordinator"": ""C"", ""notes"": null}"
AndhraPradesh,2019-05,AASRA,1949,653,269.97,22,"{""region_coordinator"": ""B"", ""notes"": """"}"
Andhra Pradesp,06/2019,Samaritans,548k,139,79.62,44,"{""region_coordinator"": ""A"", ""notes"": ""covered schools""}"
Andhra Pradesh,07/2019,Samaritans,417,152,282.18,20,"{'region_coordinator': 'B', 'notes': None}"
AndhraPradesh,08/2019,Samaritans,685,99,290.6,22,"{""region_coordinator"": ""D"", ""notes"": null}"
Andhna Pradesh,09/2019,iCALL,1871k,530,235.51,44,"{""region_coordinator"": ""A"", ""notes"": ""camp in rural area""}"
