State,Year,Facility_Type,Count,Facility_Details
TAMIL NADU,2015,NGO Center,25,"[{""name"": ""NGO Center_Tamil Nadu_2015_0"", ""beds"": 88, ""psychiatrists"": 3, ""counselors"": 6}, {""name"": ""NGO Center_Tamil Nadu_2015_1"", ""beds"": 62, ""psychiatrists"": 9, ""counselors"": 0}, {""name"": ""NGO Center_Tamil Nadu_2015_2"", ""beds"": 172, ""psychiatrists"": 2, ""counselors"": 19}, {""name"": ""NGO Center_Tamil Nadu_2015_3"", ""beds"": 198, ""psychiatrists"": 6, ""counselors"": 11}, {""name"": ""NGO Center_Tamil Nadu_2015_4"", ""beds"": 172, ""psychiatrists"": 1, ""counselors"": 9}]"
TamilNadu,2015,Teletherapy Service,38,
TamilNadu,2016,Hospital,23,"[{""name"": ""Hospital_Tamil Nadu_2016_0"", ""beds"": 167, ""psychiatrists"": 6, ""counselors"": 7}, {""name"": ""Hospital_Tamil Nadu_2016_1"", ""beds"": 145, ""psychiatrists"": 0, ""counselors"": 7}]"
Tamil-Nadu,2016,Mental Health Clinic,9,"[{'name': 'Mental Health Clinic_Tamil Nadu_2016_0', 'beds': 65, 'psychiatrists': 5, 'counselors': 5}, {'name': 'Mental Health Clinic_Tamil Nadu_2016_1', 'beds': 70, 'psychiatrists': 0, 'counselors': 0}, {'name': 'Mental Health Clinic_Tamil Nadu_2016_2', 'beds': 86, 'psychiatrists': 7, 'counselors': 6}]"
Tamil-Nadu,2016,Rehab Center,36,"[{""name"": ""Rehab Center_Tamil Nadu_2016_0"", ""beds"": 32, ""psychiatrists"": 7, ""counselors"": 0}, {""name"": ""Rehab Center_Tamil Nadu_2016_1"", ""beds"": 118, ""psychiatrists"": 9, ""counselors"": 10}]"
tamil nadu,2016,NGO Center,3,"[{""name"": ""NGO Center_Tamil Nadu_2016_0"", ""beds"": 146, ""psychiatrists"": 8, ""counselors"": 5}, {""name"": ""NGO Center_Tamil Nadu_2016_1"", ""beds"": 161, ""psychiatrists"": 3, ""counselors"": 16}, {""name"": ""NGO Center_Tamil Nadu_2016_2"", ""beds"": 3, ""psychiatrists"": 7, ""counselors"": 15}, {""name"": ""NGO Center_Tamil Nadu_2016_3"", ""beds"": 49, ""psychiatrists"": 5, ""counselors"": 17}, {""name"": ""NGO Center_Tamil Nadu_2016_4"", ""beds"": 68, ""psychiatrists"": 6, ""counselors"": 20}]"
tamil nadu,2016,Teletherapy Service,29,"[{'name': 'Teletherapy Service_Tamil Nadu_2016_0', 'beds': 9, 'psychiatrists': 1, 'counselors': 16}, {'name': 'Teletherapy Service_Tamil Nadu_2016_1', 'beds': 143, 'psychiatrists': 6, 'counselors': 15}, {'name': 'Teletherapy Service_Tamil Nadu_2016_2', 'beds': 142, 'psychiatrists': 2, 'counselors': 20}]"
Tamil-Nadu,2017,Hospital,32,"[{'name': 'Hospital_Tamil Nadu_2017_0', 'beds': 195, 'psychiatrists': 3, 'counselors': 11}, {'name': 'Hospital_Tamil Nadu_2017_1', 'beds': 15, 'psychiatrists': 9, 'counselors': 20}, {'name': 'Hospital_Tamil Nadu_2017_2', 'beds': 56, 'psychiatrists': 9, 'counselors': 14}, {'name': 'Hospital_Tamil Nadu_2017_3', 'beds': 193, 'psychiatrists': 1, 'counselors': 3}]"
tamil nadu,2017,Mental Health Clinic,26,
TAMIL NADU,2017,Rehab Center,31,"[{""name"": ""Rehab Center_Tamil Nadu_2017_0"", ""beds"": 170, ""psychiatrists"": 10, ""counselors"": 2}, {""name"": ""Rehab Center_Tamil Nadu_2017_1"", ""beds"": 99, ""psychiatrists"": 2, ""counselors"": 11}]"
tamil nadu,2017,NGO Center,37,"[{""name"": ""NGO Center_Tamil Nadu_2017_0"", ""beds"": 53, ""psychiatrists"": 2, ""counselors"": 17}, {""name"": ""NGO Center_Tamil Nadu_2017_1"", ""beds"": 158, ""psychiatrists"": 9, ""counselors"": 18}, {""name"": ""NGO Center_Tamil Nadu_2017_2"", ""beds"": 139, ""psychiatrists"": 10, ""counselors"": 3}, {""name"": ""NGO Center_Tamil Nadu_2017_3"", ""beds"": 79, ""psychiatrists"": 9, ""counselors"": 11}]"
Tamil Nadu,2017,Teletherapy Service,30,
Tamil Nadu,2018,Hospital,46,"[{""name"": ""Hospital_Tamil Nadu_2018_0"", ""beds"": 31, ""psychiatrists"": 7, ""counselors"": 13}, {""name"": ""Hospital_Tamil Nadu_2018_1"", ""beds"": 133, ""psychiatrists"": 4, ""counselors"": 3}]"
Tamil Nadu,2018,Mental Health Clinic,1,"[{'name': 'Mental Health Clinic_Tamil Nadu_2018_0', 'beds': 157, 'psychiatrists': 6, 'counselors': 5}, {'name': 'Mental Health Clinic_Tamil Nadu_2018_1', 'beds': 109, 'psychiatrists': 8, 'counselors': 10}, {'name': 'Mental Health Clinic_Tamil Nadu_2018_2', 'beds': 88, 'psychiatrists': 0, 'counselors': 16}]"
TamilNadu,2018,Rehab Center,46,"[{""name"": ""Rehab Center_Tamil Nadu_2018_0"", ""beds"": 110, ""psychiatrists"": 7, ""counselors"": 5}, {""name"": ""Rehab Center_Tamil Nadu_2018_1"", ""beds"": 40, ""psychiatrists"": 2, ""counselors"": 2}, {""name"": ""Rehab Center_Tamil Nadu_2018_2"", ""beds"": 109, ""psychiatrists"": 6, ""counselors"": 10}, {""name"": ""Rehab Center_Tamil Nadu_2018_3"", ""beds"": 74, ""psychiatrists"": 8, ""counselors"": 14}, {""name"": ""Rehab Center_Tamil Nadu_2018_4"", ""beds"": 131, ""psychiatrists"": 6, ""counselors"": 8}]"
Tamil Nadu,2018,NGO Center,5,"[{""name"": ""NGO Center_Tamil Nadu_2018_0"", ""beds"": 197, ""psychiatrists"": 5, ""counselors"": 19}, {""name"": ""NGO Center_Tamil Nadu_2018_1"", ""beds"": 98, ""psychiatrists"": 6, ""counselors"": 17}, {""name"": ""NGO Center_Tamil Nadu_2018_2"", ""beds"": 72, ""psychiatrists"": 9, ""counselors"": 5}, {""name"": ""NGO Center_Tamil Nadu_2018_3"", ""beds"": 116, ""psychiatrists"": 0, ""counselors"": 11}, {""name"": ""NGO Center_Tamil Nadu_2018_4"", ""beds"": 98, ""psychiatrists"": 2, ""counselors"": 5}]"
TamilNadu,2018,Teletherapy Service,28,"[{""name"": ""Teletherapy Service_Tamil Nadu_2018_0"", ""beds"": 175, ""psychiatrists"": 5, ""counselors"": 18}, {""name"": ""Teletherapy Service_Tamil Nadu_2018_1"", ""beds"": 176, ""psychiatrists"": 8, ""counselors"": 7}, {""name"": ""Teletherapy Service_Tamil Nadu_2018_2"", ""beds"": 82, ""psychiatrists"": 2, ""counselors"": 10}, {""name"": ""Teletherapy Service_Tamil Nadu_2018_3"", ""beds"": 119, ""psychiatrists"": 8, ""counselors"": 18}, {""name"": ""Teletherapy Service_Tamil Nadu_2018_4"", ""beds"": 2, ""psychiatrists"": 6, ""counselors"": 13}]"
Tamil-Nadu,2019,Hospital,41,"[{""name"": ""Hospital_Tamil Nadu_2019_0"", ""beds"": 132, ""psychiatrists"": 2, ""counselors"": 20}, {""name"": ""Hospital_Tamil Nadu_2019_1"", ""beds"": 22, ""psychiatrists"": 4, ""counselors"": 6}]"
TAMIL NADU,2019,Mental Health Clinic,36,"[{""name"": ""Mental Health Clinic_Tamil Nadu_2019_0"", ""beds"": 77, ""psychiatrists"": 1, ""counselors"": 15}]"
TamilNadu,2019,Rehab Center,29,"[{""name"": ""Rehab Center_Tamil Nadu_2019_0"", ""beds"": 125, ""psychiatrists"": 9, ""counselors"": 5}, {""name"": ""Rehab Center_Tamil Nadu_2019_1"", ""beds"": 90, ""psychiatrists"": 1, ""counselors"": 19}, {""name"": ""Rehab Center_Tamil Nadu_2019_2"", ""beds"": 141, ""psychiatrists"": 10, ""counselors"": 13}, {""name"": ""Rehab Center_Tamil Nadu_2019_3"", ""beds"": 180, ""psychiatrists"": 2, ""counselors"": 14}]"
TAMIL NADU,2019,NGO Center,5,"[{'name': 'NGO Center_Tamil Nadu_2019_0', 'beds': 138, 'psychiatrists': 1, 'counselors': 9}, {'name': 'NGO Center_Tamil Nadu_2019_1', 'beds': 126, 'psychiatrists': 4, 'counselors': 10}]"
Tamil Nadu,2019,Teletherapy Service,28,
Tamil Nadu,2020,Hospital,30,
tamil nadu,2020,Mental Health Clinic,14,
Tamil Nadu,2020,Rehab Center,48,"[{'name': 'Rehab Center_Tamil Nadu_2020_0', 'beds': 117, 'psychiatrists': 7, 'counselors': 15}, {'name': 'Rehab Center_Tamil Nadu_2020_1', 'beds': 16, 'psychiatrists': 1, 'counselors': 7}, {'name': 'Rehab Center_Tamil Nadu_2020_2', 'beds': 57, 'psychiatrists': 10, 'counselors': 4}]"
TamilNadu,2020,NGO Center,14,"[{""name"": ""NGO Center_Tamil Nadu_2020_0"", ""beds"": 98, ""psychiatrists"": 10, ""counselors"": 12}, {""name"": ""NGO Center_Tamil Nadu_2020_1"", ""beds"": 63, ""psychiatrists"": 3, ""counselors"": 4}, {""name"": ""NGO Center_Tamil Nadu_2020_2"", ""beds"": 102, ""psychiatrists"": 6, ""counselors"": 4}, {""name"": ""NGO Center_Tamil Nadu_2020_3"", ""beds"": 4, ""psychiatrists"": 5, ""counselors"": 4}]"
Tamil Nadu,2020,Teletherapy Service,25,"[{""name"": ""Teletherapy Service_Tamil Nadu_2020_0"", ""beds"": 20, ""psychiatrists"": 5, ""counselors"": 7}, {""name"": ""Teletherapy Service_Tamil Nadu_2020_1"", ""beds"": 166, ""psychiatrists"": 9, ""counselors"": 15}]"
tamil nadu,2021,Hospital,22,
Tamil Nadu,2021,Mental Health Clinic,2,"[{'name': 'Mental Health Clinic_Tamil Nadu_2021_0', 'beds': 38, 'psychiatrists': 10, 'counselors': 16}, {'name': 'Mental Health Clinic_Tamil Nadu_2021_1', 'beds': 155, 'psychiatrists': 10, 'counselors': 16}, {'name': 'Mental Health Clinic_Tamil Nadu_2021_2', 'beds': 35, 'psychiatrists': 4, 'counselors': 1}]"
TAMIL NADU,2021,Rehab Center,19,"[{""name"": ""Rehab Center_Tamil Nadu_2021_0"", ""beds"": 124, ""psychiatrists"": 4, ""counselors"": 13}, {""name"": ""Rehab Center_Tamil Nadu_2021_1"", ""beds"": 53, ""psychiatrists"": 4, ""counselors"": 18}, {""name"": ""Rehab Center_Tamil Nadu_2021_2"", ""beds"": 116, ""psychiatrists"": 5, ""counselors"": 7}, {""name"": ""Rehab Center_Tamil Nadu_2021_3"", ""beds"": 84, ""psychiatrists"": 3, ""counselors"": 14}]"
Tamil-Nadu,2021,NGO Center,23,"[{""name"": ""NGO Center_Tamil Nadu_2021_0"", ""beds"": 166, ""psychiatrists"": 5, ""counselors"": 13}]"
TamilNadu,2021,Teletherapy Service,43,"[{""name"": ""Teletherapy Service_Tamil Nadu_2021_0"", ""beds"": 0, ""psychiatrists"": 7, ""counselors"": 20}, {""name"": ""Teletherapy Service_Tamil Nadu_2021_1"", ""beds"": 22, ""psychiatrists"": 1, ""counselors"": 14}, {""name"": ""Teletherapy Service_Tamil Nadu_2021_2"", ""beds"": 100, ""psychiatrists"": 3, ""counselors"": 6}, {""name"": ""Teletherapy Service_Tamil Nadu_2021_3"", ""beds"": 110, ""psychiatrists"": 6, ""counselors"": 3}, {""name"": ""Teletherapy Service_Tamil Nadu_2021_4"", ""beds"": 141, ""psychiatrists"": 10, ""counselors"": 20}]"
TAMIL NADU,2022,Hospital,18,"[{""name"": ""Hospital_Tamil Nadu_2022_0"", ""beds"": 37, ""psychiatrists"": 8, ""counselors"": 8}, {""name"": ""Hospital_Tamil Nadu_2022_1"", ""beds"": 22, ""psychiatrists"": 2, ""counselors"": 18}, {""name"": ""Hospital_Tamil Nadu_2022_2"", ""beds"": 81, ""psychiatrists"": 8, ""counselors"": 11}]"
TamilNadu,2022,Mental Health Clinic,1,
Tamil Nadu,2022,Rehab Center,13,"[{""name"": ""Rehab Center_Tamil Nadu_2022_0"", ""beds"": 48, ""psychiatrists"": 7, ""counselors"": 12}, {""name"": ""Rehab Center_Tamil Nadu_2022_1"", ""beds"": 7, ""psychiatrists"": 0, ""counselors"": 10}, {""name"": ""Rehab Center_Tamil Nadu_2022_2"", ""beds"": 131, ""psychiatrists"": 9, ""counselors"": 9}]"
Tamil Nadu,2022,NGO Center,26,
Tamil Nadu,2022,Teletherapy Service,29,"[{'name': 'Teletherapy Service_Tamil Nadu_2022_0', 'beds': 157, 'psychiatrists': 4, 'counselors': 19}, {'name': 'Teletherapy Service_Tamil Nadu_2022_1', 'beds': 190, 'psychiatrists': 3, 'counselors': 16}, {'name': 'Teletherapy Service_Tamil Nadu_2022_2', 'beds': 44, 'psychiatrists': 3, 'counselors': 5}, {'name': 'Teletherapy Service_Tamil Nadu_2022_3', 'beds': 180, 'psychiatrists': 8, 'counselors': 14}, {'name': 'Teletherapy Service_Tamil Nadu_2022_4', 'beds': 24, 'psychiatrists': 5, 'counselors': 19}]"
Kerala,2010,Hospital,31,
Kerala,2010,Mental Health Clinic,2,
Kerala,2010,Rehab Center,28,"[{""name"": ""Rehab Center_Kerala_2010_0"", ""beds"": 142, ""psychiatrists"": 2, ""counselors"": 20}]"
Kerala,2010,NGO Center,39,"[{""name"": ""NGO Center_Kerala_2010_0"", ""beds"": 180, ""psychiatrists"": 3, ""counselors"": 12}]"
Kerala,2010,Teletherapy Service,43,
kerala,2011,Hospital,33,"[{""name"": ""Hospital_Kerala_2011_0"", ""beds"": 30, ""psychiatrists"": 8, ""counselors"": 4}, {""name"": ""Hospital_Kerala_2011_1"", ""beds"": 11, ""psychiatrists"": 1, ""counselors"": 14}, {""name"": ""Hospital_Kerala_2011_2"", ""beds"": 136, ""psychiatrists"": 8, ""counselors"": 7}]"
Kerala,2011,Mental Health Clinic,19,"[{""name"": ""Mental Health Clinic_Kerala_2011_0"", ""beds"": 151, ""psychiatrists"": 6, ""counselors"": 2}, {""name"": ""Mental Health Clinic_Kerala_2011_1"", ""beds"": 173, ""psychiatrists"": 9, ""counselors"": 1}]"
kerala,2011,Rehab Center,15,"[{""name"": ""Rehab Center_Kerala_2011_0"", ""beds"": 180, ""psychiatrists"": 6, ""counselors"": 15}, {""name"": ""Rehab Center_Kerala_2011_1"", ""beds"": 77, ""psychiatrists"": 8, ""counselors"": 16}]"
Kerala,2011,NGO Center,5,"[{'name': 'NGO Center_Kerala_2011_0', 'beds': 98, 'psychiatrists': 3, 'counselors': 13}]"
Kerala,2011,Teletherapy Service,25,"[{""name"": ""Teletherapy Service_Kerala_2011_0"", ""beds"": 51, ""psychiatrists"": 1, ""counselors"": 3}, {""name"": ""Teletherapy Service_Kerala_2011_1"", ""beds"": 125, ""psychiatrists"": 7, ""counselors"": 6}, {""name"": ""Teletherapy Service_Kerala_2011_2"", ""beds"": 80, ""psychiatrists"": 5, ""counselors"": 11}, {""name"": ""Teletherapy Service_Kerala_2011_3"", ""beds"": 107, ""psychiatrists"": 3, ""counselors"": 12}]"
Kerala,2012,Hospital,45,"[{""name"": ""Hospital_Kerala_2012_0"", ""beds"": 172, ""psychiatrists"": 4, ""counselors"": 8}, {""name"": ""Hospital_Kerala_2012_1"", ""beds"": 12, ""psychiatrists"": 3, ""counselors"": 6}, {""name"": ""Hospital_Kerala_2012_2"", ""beds"": 62, ""psychiatrists"": 6, ""counselors"": 14}, {""name"": ""Hospital_Kerala_2012_3"", ""beds"": 10, ""psychiatrists"": 2, ""counselors"": 12}]"
KERALA,2012,Mental Health Clinic,25,
Kerala,2012,Rehab Center,20,"[{""name"": ""Rehab Center_Kerala_2012_0"", ""beds"": 48, ""psychiatrists"": 10, ""counselors"": 6}]"
Kerala,2012,NGO Center,29,
KERALA,2012,Teletherapy Service,15,"[{""name"": ""Teletherapy Service_Kerala_2012_0"", ""beds"": 60, ""psychiatrists"": 8, ""counselors"": 18}, {""name"": ""Teletherapy Service_Kerala_2012_1"", ""beds"": 77, ""psychiatrists"": 8, ""counselors"": 0}, {""name"": ""Teletherapy Service_Kerala_2012_2"", ""beds"": 60, ""psychiatrists"": 7, ""counselors"": 6}, {""name"": ""Teletherapy Service_Kerala_2012_3"", ""beds"": 102, ""psychiatrists"": 1, ""counselors"": 0}, {""name"": ""Teletherapy Service_Kerala_2012_4"", ""beds"": 20, ""psychiatrists"": 8, ""counselors"": 1}]"
Kerala,2013,Hospital,9,"[{""name"": ""Hospital_Kerala_2013_0"", ""beds"": 3, ""psychiatrists"": 10, ""counselors"": 17}, {""name"": ""Hospital_Kerala_2013_1"", ""beds"": 21, ""psychiatrists"": 9, ""counselors"": 10}, {""name"": ""Hospital_Kerala_2013_2"", ""beds"": 176, ""psychiatrists"": 9, ""counselors"": 17}]"
Kerala,2013,Mental Health Clinic,50,"[{""name"": ""Mental Health Clinic_Kerala_2013_0"", ""beds"": 194, ""psychiatrists"": 6, ""counselors"": 12}, {""name"": ""Mental Health Clinic_Kerala_2013_1"", ""beds"": 124, ""psychiatrists"": 4, ""counselors"": 18}, {""name"": ""Mental Health Clinic_Kerala_2013_2"", ""beds"": 162, ""psychiatrists"": 5, ""counselors"": 3}]"
Kerala,2013,Rehab Center,21,
Kerala,2013,NGO Center,35,"[{""name"": ""NGO Center_Kerala_2013_0"", ""beds"": 44, ""psychiatrists"": 1, ""counselors"": 18}, {""name"": ""NGO Center_Kerala_2013_1"", ""beds"": 187, ""psychiatrists"": 4, ""counselors"": 12}, {""name"": ""NGO Center_Kerala_2013_2"", ""beds"": 30, ""psychiatrists"": 1, ""counselors"": 0}]"
Kerala,2013,Teletherapy Service,41,"[{""name"": ""Teletherapy Service_Kerala_2013_0"", ""beds"": 137, ""psychiatrists"": 2, ""counselors"": 11}, {""name"": ""Teletherapy Service_Kerala_2013_1"", ""beds"": 181, ""psychiatrists"": 7, ""counselors"": 5}, {""name"": ""Teletherapy Service_Kerala_2013_2"", ""beds"": 173, ""psychiatrists"": 6, ""counselors"": 19}, {""name"": ""Teletherapy Service_Kerala_2013_3"", ""beds"": 108, ""psychiatrists"": 7, ""counselors"": 15}, {""name"": ""Teletherapy Service_Kerala_2013_4"", ""beds"": 73, ""psychiatrists"": 5, ""counselors"": 13}]"
Kerala,2014,Hospital,36,"[{'name': 'Hospital_Kerala_2014_0', 'beds': 192, 'psychiatrists': 0, 'counselors': 7}, {'name': 'Hospital_Kerala_2014_1', 'beds': 200, 'psychiatrists': 10, 'counselors': 6}, {'name': 'Hospital_Kerala_2014_2', 'beds': 88, 'psychiatrists': 6, 'counselors': 6}]"
Kerala,2014,Mental Health Clinic,46,"[{""name"": ""Mental Health Clinic_Kerala_2014_0"", ""beds"": 42, ""psychiatrists"": 3, ""counselors"": 6}, {""name"": ""Mental Health Clinic_Kerala_2014_1"", ""beds"": 108, ""psychiatrists"": 9, ""counselors"": 19}]"
Kerala,2014,Rehab Center,18,"[{""name"": ""Rehab Center_Kerala_2014_0"", ""beds"": 1, ""psychiatrists"": 3, ""counselors"": 7}, {""name"": ""Rehab Center_Kerala_2014_1"", ""beds"": 86, ""psychiatrists"": 7, ""counselors"": 2}]"
Kerala,2014,NGO Center,24,"[{""name"": ""NGO Center_Kerala_2014_0"", ""beds"": 24, ""psychiatrists"": 6, ""counselors"": 9}, {""name"": ""NGO Center_Kerala_2014_1"", ""beds"": 97, ""psychiatrists"": 2, ""counselors"": 5}, {""name"": ""NGO Center_Kerala_2014_2"", ""beds"": 15, ""psychiatrists"": 5, ""counselors"": 20}, {""name"": ""NGO Center_Kerala_2014_3"", ""beds"": 107, ""psychiatrists"": 1, ""counselors"": 11}]"
KERALA,2014,Teletherapy Service,41,
KERALA,2015,Hospital,40,
Kerala,2015,Mental Health Clinic,11,"[{""name"": ""Mental Health Clinic_Kerala_2015_0"", ""beds"": 196, ""psychiatrists"": 9, ""counselors"": 18}]"
Kerala,2015,Rehab Center,42,"[{""name"": ""Rehab Center_Kerala_2015_0"", ""beds"": 175, ""psychiatrists"": 4, ""counselors"": 1}, {""name"": ""Rehab Center_Kerala_2015_1"", ""beds"": 1, ""psychiatrists"": 2, ""counselors"": 11}, {""name"": ""Rehab Center_Kerala_2015_2"", ""beds"": 37, ""psychiatrists"": 0, ""counselors"": 15}, {""name"": ""Rehab Center_Kerala_2015_3"", ""beds"": 68, ""psychiatrists"": 3, ""counselors"": 9}]"
Kerala,2015,NGO Center,41,
Kerala,2015,Teletherapy Service,16,"[{""name"": ""Teletherapy Service_Kerala_2015_0"", ""beds"": 91, ""psychiatrists"": 6, ""counselors"": 6}]"
kerala,2016,Hospital,29,"[{'name': 'Hospital_Kerala_2016_0', 'beds': 137, 'psychiatrists': 8, 'counselors': 0}]"
KERALA,2016,Mental Health Clinic,0,
Kerala,2016,Rehab Center,14,
Kerala,2016,NGO Center,14,"[{'name': 'NGO Center_Kerala_2016_0', 'beds': 159, 'psychiatrists': 8, 'counselors': 1}, {'name': 'NGO Center_Kerala_2016_1', 'beds': 100, 'psychiatrists': 8, 'counselors': 4}, {'name': 'NGO Center_Kerala_2016_2', 'beds': 16, 'psychiatrists': 3, 'counselors': 4}, {'name': 'NGO Center_Kerala_2016_3', 'beds': 93, 'psychiatrists': 5, 'counselors': 2}]"
Kerala,2016,Teletherapy Service,23,"[{""name"": ""Teletherapy Service_Kerala_2016_0"", ""beds"": 171, ""psychiatrists"": 3, ""counselors"": 2}, {""name"": ""Teletherapy Service_Kerala_2016_1"", ""beds"": 99, ""psychiatrists"": 4, ""counselors"": 19}, {""name"": ""Teletherapy Service_Kerala_2016_2"", ""beds"": 163, ""psychiatrists"": 3, ""counselors"": 14}, {""name"": ""Teletherapy Service_Kerala_2016_3"", ""beds"": 138, ""psychiatrists"": 0, ""counselors"": 16}]"
KERALA,2017,Hospital,50,
Kerala,2017,Mental Health Clinic,7,
kerala,2017,Rehab Center,33,"[{""name"": ""Rehab Center_Kerala_2017_0"", ""beds"": 132, ""psychiatrists"": 2, ""counselors"": 7}, {""name"": ""Rehab Center_Kerala_2017_1"", ""beds"": 121, ""psychiatrists"": 9, ""counselors"": 3}]"
KERALA,2017,NGO Center,27,"[{""name"": ""NGO Center_Kerala_2017_0"", ""beds"": 132, ""psychiatrists"": 4, ""counselors"": 5}, {""name"": ""NGO Center_Kerala_2017_1"", ""beds"": 196, ""psychiatrists"": 7, ""counselors"": 5}, {""name"": ""NGO Center_Kerala_2017_2"", ""beds"": 20, ""psychiatrists"": 10, ""counselors"": 14}]"
kerala,2017,Teletherapy Service,21,
Kerala,2018,Hospital,14,"[{""name"": ""Hospital_Kerala_2018_0"", ""beds"": 2, ""psychiatrists"": 10, ""counselors"": 17}]"
kerala,2018,Mental Health Clinic,14,"[{'name': 'Mental Health Clinic_Kerala_2018_0', 'beds': 120, 'psychiatrists': 3, 'counselors': 8}, {'name': 'Mental Health Clinic_Kerala_2018_1', 'beds': 12, 'psychiatrists': 1, 'counselors': 6}, {'name': 'Mental Health Clinic_Kerala_2018_2', 'beds': 185, 'psychiatrists': 3, 'counselors': 11}, {'name': 'Mental Health Clinic_Kerala_2018_3', 'beds': 118, 'psychiatrists': 4, 'counselors': 20}, {'name': 'Mental Health Clinic_Kerala_2018_4', 'beds': 105, 'psychiatrists': 5, 'counselors': 6}]"
Kerala,2018,Rehab Center,10,"[{""name"": ""Rehab Center_Kerala_2018_0"", ""beds"": 12, ""psychiatrists"": 5, ""counselors"": 7}, {""name"": ""Rehab Center_Kerala_2018_1"", ""beds"": 146, ""psychiatrists"": 0, ""counselors"": 11}, {""name"": ""Rehab Center_Kerala_2018_2"", ""beds"": 11, ""psychiatrists"": 4, ""counselors"": 10}, {""name"": ""Rehab Center_Kerala_2018_3"", ""beds"": 129, ""psychiatrists"": 0, ""counselors"": 9}, {""name"": ""Rehab Center_Kerala_2018_4"", ""beds"": 116, ""psychiatrists"": 0, ""counselors"": 18}]"
Kerala,2018,NGO Center,13,
Kerala,2018,Teletherapy Service,28,"[{""name"": ""Teletherapy Service_Kerala_2018_0"", ""beds"": 80, ""psychiatrists"": 9, ""counselors"": 11}, {""name"": ""Teletherapy Service_Kerala_2018_1"", ""beds"": 195, ""psychiatrists"": 10, ""counselors"": 2}]"
Kerala,2019,Hospital,25,"[{""name"": ""Hospital_Kerala_2019_0"", ""beds"": 149, ""psychiatrists"": 8, ""counselors"": 4}, {""name"": ""Hospital_Kerala_2019_1"", ""beds"": 186, ""psychiatrists"": 0, ""counselors"": 5}, {""name"": ""Hospital_Kerala_2019_2"", ""beds"": 92, ""psychiatrists"": 4, ""counselors"": 5}, {""name"": ""Hospital_Kerala_2019_3"", ""beds"": 11, ""psychiatrists"": 0, ""counselors"": 7}, {""name"": ""Hospital_Kerala_2019_4"", ""beds"": 21, ""psychiatrists"": 5, ""counselors"": 0}]"
kerala,2019,Mental Health Clinic,48,"[{""name"": ""Mental Health Clinic_Kerala_2019_0"", ""beds"": 101, ""psychiatrists"": 1, ""counselors"": 12}, {""name"": ""Mental Health Clinic_Kerala_2019_1"", ""beds"": 184, ""psychiatrists"": 4, ""counselors"": 3}]"
kerala,2019,Rehab Center,32,"[{""name"": ""Rehab Center_Kerala_2019_0"", ""beds"": 9, ""psychiatrists"": 3, ""counselors"": 4}, {""name"": ""Rehab Center_Kerala_2019_1"", ""beds"": 129, ""psychiatrists"": 2, ""counselors"": 3}, {""name"": ""Rehab Center_Kerala_2019_2"", ""beds"": 188, ""psychiatrists"": 4, ""counselors"": 4}, {""name"": ""Rehab Center_Kerala_2019_3"", ""beds"": 124, ""psychiatrists"": 7, ""counselors"": 17}, {""name"": ""Rehab Center_Kerala_2019_4"", ""beds"": 20, ""psychiatrists"": 0, ""counselors"": 16}]"
